usage_id,job_id,asset_id,equipment_type,usage_date,site_name,hours_worked,rain_flag,float_required,operator_name
USE01044,JOB0032,BC001,Bobcat+8T Tipper,2026-03-24,Melbourne North,6.0,True,False,Lachlan Martin
USE01092,JOB0032,EX001,13T Excavator,2026-03-24,Melbourne North,9.0,False,False,Noah Williams
USE01060,JOB0032,EX003,26T Excavator,2026-03-24,Melbourne North,7.5,False,True,William Jones
USE01076,JOB0032,EX005,50T Excavator,2026-03-24,Melbourne North,9.0,False,True,Lucas Wilson
USE00421,JOB0012,CP001,Compactor 815F,2026-03-25,Dandenong,9.0,False,True,Henry Johnson
USE00405,JOB0012,DZ001,Dozer D6,2026-03-25,Dandenong,9.0,False,True,William Jones
USE00389,JOB0012,EX002,20T Excavator,2026-03-25,Dandenong,9.5,False,False,Jack Smith
USE00845,JOB0027,CP001,Compactor 815F,2026-03-25,Pakenham,10.5,False,True,Henry Johnson
USE00859,JOB0027,DZ001,Dozer D6,2026-03-25,Pakenham,9.0,False,True,William Jones
USE00887,JOB0027,EX004,35T Excavator,2026-03-25,Pakenham,8.0,False,True,Thomas Brown
USE00873,JOB0027,EX005,50T Excavator,2026-03-25,Pakenham,11.0,False,True,Lucas Wilson
USE00943,JOB0029,DZ001,Dozer D6,2026-03-25,Geelong,9.5,False,True,William Jones
USE00956,JOB0029,EX003,26T Excavator,2026-03-25,Geelong,10.5,False,True,William Jones
USE00982,JOB0029,EX004,35T Excavator,2026-03-25,Geelong,10.5,False,True,Thomas Brown
USE00969,JOB0029,GR001,Grader 12M,2026-03-25,Geelong,9.0,False,False,Thomas Brown
USE00930,JOB0029,LD002,Loader 4m,2026-03-25,Geelong,9.0,False,False,Jack Smith
USE01045,JOB0032,BC001,Bobcat+8T Tipper,2026-03-25,Melbourne North,9.0,False,False,Lachlan Martin
USE01093,JOB0032,EX001,13T Excavator,2026-03-25,Melbourne North,6.0,False,False,Noah Williams
USE01061,JOB0032,EX003,26T Excavator,2026-03-25,Melbourne North,10.5,False,True,William Jones
USE01077,JOB0032,EX005,50T Excavator,2026-03-25,Melbourne North,9.0,False,True,Lucas Wilson
USE00422,JOB0012,CP001,Compactor 815F,2026-03-26,Dandenong,8.5,False,True,Henry Johnson
USE00406,JOB0012,DZ001,Dozer D6,2026-03-26,Dandenong,9.0,False,True,William Jones
USE00390,JOB0012,EX002,20T Excavator,2026-03-26,Dandenong,10.0,False,False,Jack Smith
USE00491,JOB0015,BC001,Bobcat+8T Tipper,2026-03-26,Epping,9.5,False,True,Lachlan Martin
USE00483,JOB0015,EX002,20T Excavator,2026-03-26,Epping,8.0,False,True,Jack Smith
USE00475,JOB0015,EX004,35T Excavator,2026-03-26,Epping,9.5,False,True,Thomas Brown
USE00846,JOB0027,CP001,Compactor 815F,2026-03-26,Pakenham,9.5,False,True,Henry Johnson
USE00860,JOB0027,DZ001,Dozer D6,2026-03-26,Pakenham,11.0,False,True,William Jones
USE00888,JOB0027,EX004,35T Excavator,2026-03-26,Pakenham,10.5,True,True,Thomas Brown
USE00874,JOB0027,EX005,50T Excavator,2026-03-26,Pakenham,9.5,False,True,Lucas Wilson
USE00944,JOB0029,DZ001,Dozer D6,2026-03-26,Geelong,7.5,False,True,William Jones
USE00957,JOB0029,EX003,26T Excavator,2026-03-26,Geelong,7.0,False,True,William Jones
USE00983,JOB0029,EX004,35T Excavator,2026-03-26,Geelong,7.5,False,True,Thomas Brown
USE00970,JOB0029,GR001,Grader 12M,2026-03-26,Geelong,8.5,False,False,Thomas Brown
USE00931,JOB0029,LD002,Loader 4m,2026-03-26,Geelong,8.0,False,False,Jack Smith
USE01046,JOB0032,BC001,Bobcat+8T Tipper,2026-03-26,Melbourne North,9.5,False,True,Lachlan Martin
USE01094,JOB0032,EX001,13T Excavator,2026-03-26,Melbourne North,8.5,False,False,Noah Williams
USE01062,JOB0032,EX003,26T Excavator,2026-03-26,Melbourne North,7.0,False,True,William Jones
USE01078,JOB0032,EX005,50T Excavator,2026-03-26,Melbourne North,8.0,False,True,Lucas Wilson
USE00423,JOB0012,CP001,Compactor 815F,2026-03-27,Dandenong,10.0,False,True,Henry Johnson
USE00407,JOB0012,DZ001,Dozer D6,2026-03-27,Dandenong,9.5,True,True,William Jones
USE00391,JOB0012,EX002,20T Excavator,2026-03-27,Dandenong,10.5,False,True,Jack Smith
USE00492,JOB0015,BC001,Bobcat+8T Tipper,2026-03-27,Epping,10.5,True,True,Lachlan Martin
USE00484,JOB0015,EX002,20T Excavator,2026-03-27,Epping,6.5,False,True,Jack Smith
USE00476,JOB0015,EX004,35T Excavator,2026-03-27,Epping,10.0,False,True,Thomas Brown
USE00847,JOB0027,CP001,Compactor 815F,2026-03-27,Pakenham,9.0,False,True,Henry Johnson
USE00861,JOB0027,DZ001,Dozer D6,2026-03-27,Pakenham,12.0,False,True,William Jones
USE00889,JOB0027,EX004,35T Excavator,2026-03-27,Pakenham,6.5,False,True,Thomas Brown
USE00875,JOB0027,EX005,50T Excavator,2026-03-27,Pakenham,11.0,False,True,Lucas Wilson
USE00945,JOB0029,DZ001,Dozer D6,2026-03-27,Geelong,9.5,False,True,William Jones
USE00958,JOB0029,EX003,26T Excavator,2026-03-27,Geelong,10.5,False,True,William Jones
USE00984,JOB0029,EX004,35T Excavator,2026-03-27,Geelong,7.0,False,True,Thomas Brown
USE00971,JOB0029,GR001,Grader 12M,2026-03-27,Geelong,9.5,False,False,Thomas Brown
USE00932,JOB0029,LD002,Loader 4m,2026-03-27,Geelong,11.0,False,False,Jack Smith
USE00278,JOB0009,BC001,Bobcat+8T Tipper,2026-03-28,Dandenong,9.0,False,True,Lachlan Martin
USE00250,JOB0009,CP001,Compactor 815F,2026-03-28,Dandenong,8.5,False,True,Henry Johnson
USE00264,JOB0009,GR001,Grader 12M,2026-03-28,Dandenong,10.0,False,True,Thomas Brown
USE00292,JOB0009,LD001,Loader 3m,2026-03-28,Dandenong,10.0,False,True,Noah Williams
USE00306,JOB0009,LD002,Loader 4m,2026-03-28,Dandenong,8.0,False,True,Jack Smith
USE00424,JOB0012,CP001,Compactor 815F,2026-03-28,Dandenong,12.0,False,False,Henry Johnson
USE00408,JOB0012,DZ001,Dozer D6,2026-03-28,Dandenong,9.0,True,True,William Jones
USE00392,JOB0012,EX002,20T Excavator,2026-03-28,Dandenong,9.0,False,True,Jack Smith
USE00493,JOB0015,BC001,Bobcat+8T Tipper,2026-03-28,Epping,12.0,False,True,Lachlan Martin
USE00485,JOB0015,EX002,20T Excavator,2026-03-28,Epping,8.5,True,True,Jack Smith
USE00477,JOB0015,EX004,35T Excavator,2026-03-28,Epping,8.5,False,True,Thomas Brown
USE00848,JOB0027,CP001,Compactor 815F,2026-03-28,Pakenham,6.0,False,True,Henry Johnson
USE00862,JOB0027,DZ001,Dozer D6,2026-03-28,Pakenham,9.5,False,True,William Jones
USE00890,JOB0027,EX004,35T Excavator,2026-03-28,Pakenham,6.0,True,True,Thomas Brown
USE00876,JOB0027,EX005,50T Excavator,2026-03-28,Pakenham,9.0,False,False,Lucas Wilson
USE00946,JOB0029,DZ001,Dozer D6,2026-03-28,Geelong,8.5,True,True,William Jones
USE00959,JOB0029,EX003,26T Excavator,2026-03-28,Geelong,10.5,False,False,William Jones
USE00985,JOB0029,EX004,35T Excavator,2026-03-28,Geelong,8.5,False,True,Thomas Brown
USE00972,JOB0029,GR001,Grader 12M,2026-03-28,Geelong,8.5,False,True,Thomas Brown
USE00933,JOB0029,LD002,Loader 4m,2026-03-28,Geelong,8.0,False,True,Jack Smith
USE00279,JOB0009,BC001,Bobcat+8T Tipper,2026-03-30,Dandenong,9.5,False,True,Lachlan Martin
USE00251,JOB0009,CP001,Compactor 815F,2026-03-30,Dandenong,9.0,False,True,Henry Johnson
USE00265,JOB0009,GR001,Grader 12M,2026-03-30,Dandenong,8.0,False,True,Thomas Brown
USE00293,JOB0009,LD001,Loader 3m,2026-03-30,Dandenong,8.0,False,False,Noah Williams
USE00307,JOB0009,LD002,Loader 4m,2026-03-30,Dandenong,9.0,False,True,Jack Smith
USE00425,JOB0012,CP001,Compactor 815F,2026-03-30,Dandenong,8.5,False,False,Henry Johnson
USE00409,JOB0012,DZ001,Dozer D6,2026-03-30,Dandenong,10.5,True,True,William Jones
USE00393,JOB0012,EX002,20T Excavator,2026-03-30,Dandenong,8.5,False,True,Jack Smith
USE00494,JOB0015,BC001,Bobcat+8T Tipper,2026-03-30,Epping,8.5,False,True,Lachlan Martin
USE00486,JOB0015,EX002,20T Excavator,2026-03-30,Epping,8.5,False,True,Jack Smith
USE00478,JOB0015,EX004,35T Excavator,2026-03-30,Epping,9.0,True,True,Thomas Brown
USE00849,JOB0027,CP001,Compactor 815F,2026-03-30,Pakenham,7.5,False,True,Henry Johnson
USE00863,JOB0027,DZ001,Dozer D6,2026-03-30,Pakenham,8.0,False,True,William Jones
USE00891,JOB0027,EX004,35T Excavator,2026-03-30,Pakenham,11.5,False,True,Thomas Brown
USE00877,JOB0027,EX005,50T Excavator,2026-03-30,Pakenham,7.0,False,False,Lucas Wilson
USE00947,JOB0029,DZ001,Dozer D6,2026-03-30,Geelong,9.0,True,True,William Jones
USE00960,JOB0029,EX003,26T Excavator,2026-03-30,Geelong,8.5,False,False,William Jones
USE00986,JOB0029,EX004,35T Excavator,2026-03-30,Geelong,7.5,False,True,Thomas Brown
USE00973,JOB0029,GR001,Grader 12M,2026-03-30,Geelong,8.5,False,True,Thomas Brown
USE00934,JOB0029,LD002,Loader 4m,2026-03-30,Geelong,10.0,False,True,Jack Smith
USE00280,JOB0009,BC001,Bobcat+8T Tipper,2026-03-31,Dandenong,7.0,False,True,Lachlan Martin
USE00252,JOB0009,CP001,Compactor 815F,2026-03-31,Dandenong,8.5,False,True,Henry Johnson
USE00266,JOB0009,GR001,Grader 12M,2026-03-31,Dandenong,11.5,True,True,Thomas Brown
USE00294,JOB0009,LD001,Loader 3m,2026-03-31,Dandenong,8.5,False,False,Noah Williams
USE00308,JOB0009,LD002,Loader 4m,2026-03-31,Dandenong,9.5,False,True,Jack Smith
USE00426,JOB0012,CP001,Compactor 815F,2026-03-31,Dandenong,9.5,False,False,Henry Johnson
USE00410,JOB0012,DZ001,Dozer D6,2026-03-31,Dandenong,11.0,False,True,William Jones
USE00394,JOB0012,EX002,20T Excavator,2026-03-31,Dandenong,8.5,False,True,Jack Smith
USE00495,JOB0015,BC001,Bobcat+8T Tipper,2026-03-31,Epping,9.5,False,True,Lachlan Martin
USE00487,JOB0015,EX002,20T Excavator,2026-03-31,Epping,9.5,False,True,Jack Smith
USE00479,JOB0015,EX004,35T Excavator,2026-03-31,Epping,11.0,False,True,Thomas Brown
USE00850,JOB0027,CP001,Compactor 815F,2026-03-31,Pakenham,8.5,False,True,Henry Johnson
USE00864,JOB0027,DZ001,Dozer D6,2026-03-31,Pakenham,10.5,False,True,William Jones
USE00892,JOB0027,EX004,35T Excavator,2026-03-31,Pakenham,10.0,False,True,Thomas Brown
USE00878,JOB0027,EX005,50T Excavator,2026-03-31,Pakenham,10.5,False,False,Lucas Wilson
USE00948,JOB0029,DZ001,Dozer D6,2026-03-31,Geelong,9.5,True,True,William Jones
USE00961,JOB0029,EX003,26T Excavator,2026-03-31,Geelong,8.0,False,False,William Jones
USE00987,JOB0029,EX004,35T Excavator,2026-03-31,Geelong,10.5,False,True,Thomas Brown
USE00974,JOB0029,GR001,Grader 12M,2026-03-31,Geelong,8.5,True,True,Thomas Brown
USE00935,JOB0029,LD002,Loader 4m,2026-03-31,Geelong,7.5,False,True,Jack Smith
USE00281,JOB0009,BC001,Bobcat+8T Tipper,2026-04-01,Dandenong,10.5,False,True,Lachlan Martin
USE00253,JOB0009,CP001,Compactor 815F,2026-04-01,Dandenong,11.5,False,True,Henry Johnson
USE00267,JOB0009,GR001,Grader 12M,2026-04-01,Dandenong,10.0,False,True,Thomas Brown
USE00295,JOB0009,LD001,Loader 3m,2026-04-01,Dandenong,6.5,False,False,Noah Williams
USE00309,JOB0009,LD002,Loader 4m,2026-04-01,Dandenong,9.0,False,True,Jack Smith
USE00427,JOB0012,CP001,Compactor 815F,2026-04-01,Dandenong,10.0,False,False,Henry Johnson
USE00411,JOB0012,DZ001,Dozer D6,2026-04-01,Dandenong,9.5,False,True,William Jones
USE00395,JOB0012,EX002,20T Excavator,2026-04-01,Dandenong,9.0,False,True,Jack Smith
USE00496,JOB0015,BC001,Bobcat+8T Tipper,2026-04-01,Epping,10.0,False,True,Lachlan Martin
USE00488,JOB0015,EX002,20T Excavator,2026-04-01,Epping,10.0,False,True,Jack Smith
USE00480,JOB0015,EX004,35T Excavator,2026-04-01,Epping,11.5,False,True,Thomas Brown
USE00851,JOB0027,CP001,Compactor 815F,2026-04-01,Pakenham,9.0,True,True,Henry Johnson
USE00865,JOB0027,DZ001,Dozer D6,2026-04-01,Pakenham,8.5,False,True,William Jones
USE00893,JOB0027,EX004,35T Excavator,2026-04-01,Pakenham,8.5,False,True,Thomas Brown
USE00879,JOB0027,EX005,50T Excavator,2026-04-01,Pakenham,10.5,False,False,Lucas Wilson
USE00949,JOB0029,DZ001,Dozer D6,2026-04-01,Geelong,10.5,True,True,William Jones
USE00962,JOB0029,EX003,26T Excavator,2026-04-01,Geelong,8.5,True,False,William Jones
USE00988,JOB0029,EX004,35T Excavator,2026-04-01,Geelong,7.0,False,True,Thomas Brown
USE00975,JOB0029,GR001,Grader 12M,2026-04-01,Geelong,6.5,False,True,Thomas Brown
USE00936,JOB0029,LD002,Loader 4m,2026-04-01,Geelong,8.5,False,True,Jack Smith
USE00154,JOB0006,CP001,Compactor 815F,2026-04-02,Geelong,8.5,False,True,Henry Johnson
USE00142,JOB0006,EX001,13T Excavator,2026-04-02,Geelong,10.0,False,True,Noah Williams
USE00160,JOB0006,GR001,Grader 12M,2026-04-02,Geelong,8.5,False,False,Thomas Brown
USE00148,JOB0006,LD002,Loader 4m,2026-04-02,Geelong,9.0,False,False,Jack Smith
USE00282,JOB0009,BC001,Bobcat+8T Tipper,2026-04-02,Dandenong,8.0,False,True,Lachlan Martin
USE00254,JOB0009,CP001,Compactor 815F,2026-04-02,Dandenong,7.0,False,True,Henry Johnson
USE00268,JOB0009,GR001,Grader 12M,2026-04-02,Dandenong,10.5,False,True,Thomas Brown
USE00296,JOB0009,LD001,Loader 3m,2026-04-02,Dandenong,10.0,False,False,Noah Williams
USE00310,JOB0009,LD002,Loader 4m,2026-04-02,Dandenong,10.0,True,True,Jack Smith
USE00428,JOB0012,CP001,Compactor 815F,2026-04-02,Dandenong,7.5,False,False,Henry Johnson
USE00412,JOB0012,DZ001,Dozer D6,2026-04-02,Dandenong,8.5,False,True,William Jones
USE00396,JOB0012,EX002,20T Excavator,2026-04-02,Dandenong,9.5,False,True,Jack Smith
USE00497,JOB0015,BC001,Bobcat+8T Tipper,2026-04-02,Epping,9.0,False,True,Lachlan Martin
USE00489,JOB0015,EX002,20T Excavator,2026-04-02,Epping,8.5,False,True,Jack Smith
USE00481,JOB0015,EX004,35T Excavator,2026-04-02,Epping,9.5,False,True,Thomas Brown
USE00852,JOB0027,CP001,Compactor 815F,2026-04-02,Pakenham,11.0,False,True,Henry Johnson
USE00866,JOB0027,DZ001,Dozer D6,2026-04-02,Pakenham,8.0,True,True,William Jones
USE00894,JOB0027,EX004,35T Excavator,2026-04-02,Pakenham,10.5,False,True,Thomas Brown
USE00880,JOB0027,EX005,50T Excavator,2026-04-02,Pakenham,7.0,False,False,Lucas Wilson
USE00920,JOB0028,DZ001,Dozer D6,2026-04-02,Melbourne North,11.5,False,True,William Jones
USE00899,JOB0028,EX001,13T Excavator,2026-04-02,Melbourne North,11.0,False,True,Noah Williams
USE00906,JOB0028,EX002,20T Excavator,2026-04-02,Melbourne North,8.5,False,True,Jack Smith
USE00913,JOB0028,EX004,35T Excavator,2026-04-02,Melbourne North,8.5,True,True,Thomas Brown
USE00950,JOB0029,DZ001,Dozer D6,2026-04-02,Geelong,6.0,True,True,William Jones
USE00963,JOB0029,EX003,26T Excavator,2026-04-02,Geelong,7.5,False,False,William Jones
USE00989,JOB0029,EX004,35T Excavator,2026-04-02,Geelong,10.0,False,True,Thomas Brown
USE00976,JOB0029,GR001,Grader 12M,2026-04-02,Geelong,8.0,False,True,Thomas Brown
USE00937,JOB0029,LD002,Loader 4m,2026-04-02,Geelong,9.0,False,True,Jack Smith
USE00155,JOB0006,CP001,Compactor 815F,2026-04-03,Geelong,9.5,False,True,Henry Johnson
USE00143,JOB0006,EX001,13T Excavator,2026-04-03,Geelong,8.5,True,True,Noah Williams
USE00161,JOB0006,GR001,Grader 12M,2026-04-03,Geelong,9.5,False,False,Thomas Brown
USE00149,JOB0006,LD002,Loader 4m,2026-04-03,Geelong,10.0,False,False,Jack Smith
USE00283,JOB0009,BC001,Bobcat+8T Tipper,2026-04-03,Dandenong,7.5,False,True,Lachlan Martin
USE00255,JOB0009,CP001,Compactor 815F,2026-04-03,Dandenong,8.0,False,True,Henry Johnson
USE00269,JOB0009,GR001,Grader 12M,2026-04-03,Dandenong,10.5,False,True,Thomas Brown
USE00297,JOB0009,LD001,Loader 3m,2026-04-03,Dandenong,6.5,False,False,Noah Williams
USE00311,JOB0009,LD002,Loader 4m,2026-04-03,Dandenong,11.0,False,True,Jack Smith
USE00498,JOB0015,BC001,Bobcat+8T Tipper,2026-04-03,Epping,8.5,False,True,Lachlan Martin
USE00490,JOB0015,EX002,20T Excavator,2026-04-03,Epping,9.0,True,True,Jack Smith
USE00482,JOB0015,EX004,35T Excavator,2026-04-03,Epping,8.0,True,True,Thomas Brown
USE00853,JOB0027,CP001,Compactor 815F,2026-04-03,Pakenham,8.0,False,True,Henry Johnson
USE00867,JOB0027,DZ001,Dozer D6,2026-04-03,Pakenham,6.0,False,True,William Jones
USE00895,JOB0027,EX004,35T Excavator,2026-04-03,Pakenham,7.0,False,True,Thomas Brown
USE00881,JOB0027,EX005,50T Excavator,2026-04-03,Pakenham,9.0,False,False,Lucas Wilson
USE00921,JOB0028,DZ001,Dozer D6,2026-04-03,Melbourne North,8.5,True,True,William Jones
USE00900,JOB0028,EX001,13T Excavator,2026-04-03,Melbourne North,10.0,False,True,Noah Williams
USE00907,JOB0028,EX002,20T Excavator,2026-04-03,Melbourne North,7.5,False,True,Jack Smith
USE00914,JOB0028,EX004,35T Excavator,2026-04-03,Melbourne North,8.0,False,True,Thomas Brown
USE00951,JOB0029,DZ001,Dozer D6,2026-04-03,Geelong,8.5,True,True,William Jones
USE00964,JOB0029,EX003,26T Excavator,2026-04-03,Geelong,9.5,False,False,William Jones
USE00990,JOB0029,EX004,35T Excavator,2026-04-03,Geelong,9.0,False,True,Thomas Brown
USE00977,JOB0029,GR001,Grader 12M,2026-04-03,Geelong,8.0,False,True,Thomas Brown
USE00938,JOB0029,LD002,Loader 4m,2026-04-03,Geelong,9.5,False,True,Jack Smith
USE00156,JOB0006,CP001,Compactor 815F,2026-04-04,Geelong,8.5,False,True,Henry Johnson
USE00144,JOB0006,EX001,13T Excavator,2026-04-04,Geelong,11.0,False,True,Noah Williams
USE00162,JOB0006,GR001,Grader 12M,2026-04-04,Geelong,7.5,False,False,Thomas Brown
USE00150,JOB0006,LD002,Loader 4m,2026-04-04,Geelong,8.0,False,False,Jack Smith
USE00284,JOB0009,BC001,Bobcat+8T Tipper,2026-04-04,Dandenong,11.5,False,True,Lachlan Martin
USE00256,JOB0009,CP001,Compactor 815F,2026-04-04,Dandenong,8.5,True,True,Henry Johnson
USE00270,JOB0009,GR001,Grader 12M,2026-04-04,Dandenong,7.0,False,True,Thomas Brown
USE00298,JOB0009,LD001,Loader 3m,2026-04-04,Dandenong,8.0,False,False,Noah Williams
USE00312,JOB0009,LD002,Loader 4m,2026-04-04,Dandenong,8.5,False,True,Jack Smith
USE00854,JOB0027,CP001,Compactor 815F,2026-04-04,Pakenham,7.0,True,True,Henry Johnson
USE00868,JOB0027,DZ001,Dozer D6,2026-04-04,Pakenham,8.0,False,True,William Jones
USE00896,JOB0027,EX004,35T Excavator,2026-04-04,Pakenham,8.0,False,True,Thomas Brown
USE00882,JOB0027,EX005,50T Excavator,2026-04-04,Pakenham,11.0,False,False,Lucas Wilson
USE00922,JOB0028,DZ001,Dozer D6,2026-04-04,Melbourne North,9.0,False,True,William Jones
USE00901,JOB0028,EX001,13T Excavator,2026-04-04,Melbourne North,11.0,False,True,Noah Williams
USE00908,JOB0028,EX002,20T Excavator,2026-04-04,Melbourne North,10.0,False,False,Jack Smith
USE00915,JOB0028,EX004,35T Excavator,2026-04-04,Melbourne North,9.0,True,True,Thomas Brown
USE00952,JOB0029,DZ001,Dozer D6,2026-04-04,Geelong,10.5,False,True,William Jones
USE00965,JOB0029,EX003,26T Excavator,2026-04-04,Geelong,8.5,False,False,William Jones
USE00991,JOB0029,EX004,35T Excavator,2026-04-04,Geelong,9.5,False,True,Thomas Brown
USE00978,JOB0029,GR001,Grader 12M,2026-04-04,Geelong,9.0,False,True,Thomas Brown
USE00939,JOB0029,LD002,Loader 4m,2026-04-04,Geelong,7.0,False,True,Jack Smith
USE00157,JOB0006,CP001,Compactor 815F,2026-04-06,Geelong,8.0,False,True,Henry Johnson
USE00145,JOB0006,EX001,13T Excavator,2026-04-06,Geelong,7.5,False,True,Noah Williams
USE00163,JOB0006,GR001,Grader 12M,2026-04-06,Geelong,7.0,False,False,Thomas Brown
USE00151,JOB0006,LD002,Loader 4m,2026-04-06,Geelong,7.5,False,False,Jack Smith
USE00285,JOB0009,BC001,Bobcat+8T Tipper,2026-04-06,Dandenong,11.5,False,False,Lachlan Martin
USE00257,JOB0009,CP001,Compactor 815F,2026-04-06,Dandenong,9.0,False,True,Henry Johnson
USE00271,JOB0009,GR001,Grader 12M,2026-04-06,Dandenong,8.5,False,True,Thomas Brown
USE00299,JOB0009,LD001,Loader 3m,2026-04-06,Dandenong,8.0,False,False,Noah Williams
USE00313,JOB0009,LD002,Loader 4m,2026-04-06,Dandenong,7.5,False,True,Jack Smith
USE00503,JOB0016,CP001,Compactor 815F,2026-04-06,Epping,7.5,False,True,Henry Johnson
USE00499,JOB0016,EX001,13T Excavator,2026-04-06,Epping,7.5,False,True,Noah Williams
USE00501,JOB0016,EX005,50T Excavator,2026-04-06,Epping,7.0,False,True,Lucas Wilson
USE00587,JOB0018,CP001,Compactor 815F,2026-04-06,Broadmeadows,10.0,False,True,Henry Johnson
USE00575,JOB0018,DT001,Dump Truck 30T,2026-04-06,Broadmeadows,9.5,False,True,Oliver Taylor
USE00623,JOB0018,EX001,13T Excavator,2026-04-06,Broadmeadows,6.0,False,True,Noah Williams
USE00599,JOB0018,EX002,20T Excavator,2026-04-06,Broadmeadows,7.5,False,True,Jack Smith
USE00611,JOB0018,LD002,Loader 4m,2026-04-06,Broadmeadows,9.0,False,True,Jack Smith
USE00855,JOB0027,CP001,Compactor 815F,2026-04-06,Pakenham,8.5,True,True,Henry Johnson
USE00869,JOB0027,DZ001,Dozer D6,2026-04-06,Pakenham,9.0,False,True,William Jones
USE00897,JOB0027,EX004,35T Excavator,2026-04-06,Pakenham,10.0,False,True,Thomas Brown
USE00883,JOB0027,EX005,50T Excavator,2026-04-06,Pakenham,7.5,False,True,Lucas Wilson
USE00923,JOB0028,DZ001,Dozer D6,2026-04-06,Melbourne North,6.0,False,True,William Jones
USE00902,JOB0028,EX001,13T Excavator,2026-04-06,Melbourne North,8.0,False,True,Noah Williams
USE00909,JOB0028,EX002,20T Excavator,2026-04-06,Melbourne North,10.0,False,True,Jack Smith
USE00916,JOB0028,EX004,35T Excavator,2026-04-06,Melbourne North,9.0,False,True,Thomas Brown
USE00082,JOB0004,BC001,Bobcat+8T Tipper,2026-04-07,Pakenham,9.5,False,True,Lachlan Martin
USE00090,JOB0004,EX003,26T Excavator,2026-04-07,Pakenham,12.0,True,True,William Jones
USE00086,JOB0004,EX005,50T Excavator,2026-04-07,Pakenham,8.5,False,False,Lucas Wilson
USE00094,JOB0004,LD002,Loader 4m,2026-04-07,Pakenham,11.0,False,True,Jack Smith
USE00158,JOB0006,CP001,Compactor 815F,2026-04-07,Geelong,6.5,False,True,Henry Johnson
USE00146,JOB0006,EX001,13T Excavator,2026-04-07,Geelong,7.0,False,True,Noah Williams
USE00164,JOB0006,GR001,Grader 12M,2026-04-07,Geelong,8.0,False,True,Thomas Brown
USE00152,JOB0006,LD002,Loader 4m,2026-04-07,Geelong,8.0,False,True,Jack Smith
USE00286,JOB0009,BC001,Bobcat+8T Tipper,2026-04-07,Dandenong,7.0,False,True,Lachlan Martin
USE00258,JOB0009,CP001,Compactor 815F,2026-04-07,Dandenong,8.5,False,True,Henry Johnson
USE00272,JOB0009,GR001,Grader 12M,2026-04-07,Dandenong,9.0,False,True,Thomas Brown
USE00300,JOB0009,LD001,Loader 3m,2026-04-07,Dandenong,7.5,False,False,Noah Williams
USE00314,JOB0009,LD002,Loader 4m,2026-04-07,Dandenong,10.0,True,True,Jack Smith
USE00360,JOB0011,DT001,Dump Truck 30T,2026-04-07,Campbellfield,10.5,False,True,Oliver Taylor
USE00374,JOB0011,EX001,13T Excavator,2026-04-07,Campbellfield,9.5,False,True,Noah Williams
USE00367,JOB0011,LD001,Loader 3m,2026-04-07,Campbellfield,7.5,False,True,Noah Williams
USE00504,JOB0016,CP001,Compactor 815F,2026-04-07,Epping,7.5,False,True,Henry Johnson
USE00500,JOB0016,EX001,13T Excavator,2026-04-07,Epping,10.5,False,True,Noah Williams
USE00502,JOB0016,EX005,50T Excavator,2026-04-07,Epping,8.0,False,True,Lucas Wilson
USE00588,JOB0018,CP001,Compactor 815F,2026-04-07,Broadmeadows,6.5,False,True,Henry Johnson
USE00576,JOB0018,DT001,Dump Truck 30T,2026-04-07,Broadmeadows,8.5,False,True,Oliver Taylor
USE00624,JOB0018,EX001,13T Excavator,2026-04-07,Broadmeadows,11.0,False,True,Noah Williams
USE00600,JOB0018,EX002,20T Excavator,2026-04-07,Broadmeadows,9.5,False,True,Jack Smith
USE00612,JOB0018,LD002,Loader 4m,2026-04-07,Broadmeadows,9.0,False,True,Jack Smith
USE00856,JOB0027,CP001,Compactor 815F,2026-04-07,Pakenham,8.0,False,True,Henry Johnson
USE00870,JOB0027,DZ001,Dozer D6,2026-04-07,Pakenham,9.5,False,True,William Jones
USE00898,JOB0027,EX004,35T Excavator,2026-04-07,Pakenham,8.5,False,True,Thomas Brown
USE00884,JOB0027,EX005,50T Excavator,2026-04-07,Pakenham,7.0,False,True,Lucas Wilson
USE00924,JOB0028,DZ001,Dozer D6,2026-04-07,Melbourne North,9.0,False,True,William Jones
USE00903,JOB0028,EX001,13T Excavator,2026-04-07,Melbourne North,8.5,False,True,Noah Williams
USE00910,JOB0028,EX002,20T Excavator,2026-04-07,Melbourne North,8.5,False,True,Jack Smith
USE00917,JOB0028,EX004,35T Excavator,2026-04-07,Melbourne North,10.0,False,True,Thomas Brown
USE00083,JOB0004,BC001,Bobcat+8T Tipper,2026-04-08,Pakenham,12.0,False,True,Lachlan Martin
USE00091,JOB0004,EX003,26T Excavator,2026-04-08,Pakenham,12.0,False,False,William Jones
USE00087,JOB0004,EX005,50T Excavator,2026-04-08,Pakenham,9.0,False,False,Lucas Wilson
USE00095,JOB0004,LD002,Loader 4m,2026-04-08,Pakenham,9.5,False,True,Jack Smith
USE00159,JOB0006,CP001,Compactor 815F,2026-04-08,Geelong,10.0,False,True,Henry Johnson
USE00147,JOB0006,EX001,13T Excavator,2026-04-08,Geelong,8.0,False,True,Noah Williams
USE00165,JOB0006,GR001,Grader 12M,2026-04-08,Geelong,11.0,False,True,Thomas Brown
USE00153,JOB0006,LD002,Loader 4m,2026-04-08,Geelong,10.5,False,True,Jack Smith
